240
0	0	0	5.0874	10	0	10.15	2
1	0	0	5.0874	9	0	0.5749	1
2	0	0	5.0874	10	0	10.55	0
3	0	1	5.55	10	1	10.15	2
4	0	1	5.55	9	0	0.5749	1
5	0	1	5.55	10	0	10.55	0
6	0	2	5.5795	8	0	3.5349	3
7	0	2	5.5795	9	1	0.5749	1
8	0	2	5.5795	10	0	10.55	0
9	0	3	4.9736	8	1	3.5349	3
10	0	3	4.9736	9	1	0.5749	1
11	0	3	4.9736	10	0	10.55	0
12	0	4	5.5423	1	0	0.9899	5
13	0	4	5.5423	9	0	0.5849	4
14	0	4	5.5423	10	1	10.55	0
15	0	5	3.6666	1	1	0.9899	5
16	0	5	3.6666	9	0	0.5849	4
17	0	5	3.6666	10	1	10.55	0
18	0	6	6.0807	10	0	11.55	6
19	0	6	6.0807	9	1	0.5849	4
20	0	6	6.0807	10	1	10.55	0
21	0	7	6.5374	10	1	11.55	6
22	0	7	6.5374	9	1	0.5849	4
23	0	7	6.5374	10	1	10.55	0
24	1	0	5.5681	9	0	0.675	2
25	1	0	5.5681	1	0	0.405	1
26	1	0	5.5681	10	0	11.55	0
27	1	1	6.1891	9	1	0.675	2
28	1	1	6.1891	1	0	0.405	1
29	1	1	6.1891	10	0	11.55	0
30	1	2	5.4071	1	0	0.8625	3
31	1	2	5.4071	1	1	0.405	1
32	1	2	5.4071	10	0	11.55	0
33	1	3	4.7192	1	1	0.8625	3
34	1	3	4.7192	1	1	0.405	1
35	1	3	4.7192	10	0	11.55	0
36	1	4	5.6153	2	0	0.265	5
37	1	4	5.6153	9	0	0.685	4
38	1	4	5.6153	10	1	11.55	0
39	1	5	6.4716	2	1	0.265	5
40	1	5	6.4716	9	0	0.685	4
41	1	5	6.4716	10	1	11.55	0
42	1	6	7.0632	5	0	19.5	6
43	1	6	7.0632	9	1	0.685	4
44	1	6	7.0632	10	1	11.55	0
45	1	7	6.3793	5	1	19.5	6
46	1	7	6.3793	9	1	0.685	4
47	1	7	6.3793	10	1	11.55	0
48	2	0	5.1398	7	0	1.0006	2
49	2	0	5.1398	9	0	0.5749	1
50	2	0	5.1398	10	0	10.75	0
51	2	1	3.0	7	1	1.0006	2
52	2	1	3.0	9	0	0.5749	1
53	2	1	3.0	10	0	10.75	0
54	2	2	5.3774	10	0	9.8499	3
55	2	2	5.3774	9	1	0.5749	1
56	2	2	5.3774	10	0	10.75	0
57	2	3	5.7757	10	1	9.8499	3
58	2	3	5.7757	9	1	0.5749	1
59	2	3	5.7757	10	0	10.75	0
60	2	4	6.2941	1	0	0.3849	5
61	2	4	6.2941	9	0	0.615	4
62	2	4	6.2941	10	1	10.75	0
63	2	5	5.5	1	1	0.3849	5
64	2	5	5.5	9	0	0.615	4
65	2	5	5.5	10	1	10.75	0
66	2	6	6.1058	10	0	11.55	6
67	2	6	6.1058	9	1	0.615	4
68	2	6	6.1058	10	1	10.75	0
69	2	7	6.7629	10	1	11.55	6
70	2	7	6.7629	9	1	0.615	4
71	2	7	6.7629	10	1	10.75	0
72	3	0	5.1404	10	0	9.9749	2
73	3	0	5.1404	9	0	0.6449	1
74	3	0	5.1404	10	0	10.75	0
75	3	1	5.4795	10	1	9.9749	2
76	3	1	5.4795	9	0	0.6449	1
77	3	1	5.4795	10	0	10.75	0
78	3	2	5.9322	1	0	0.5649	3
79	3	2	5.9322	9	1	0.6449	1
80	3	2	5.9322	10	0	10.75	0
81	3	3	5.3043	1	1	0.5649	3
82	3	3	5.3043	9	1	0.6449	1
83	3	3	5.3043	10	0	10.75	0
84	3	4	6.5124	4	0	0.0954	5
85	3	4	6.5124	1	0	0.4449	4
86	3	4	6.5124	10	1	10.75	0
87	3	5	5.9756	4	1	0.0954	5
88	3	5	5.9756	1	0	0.4449	4
89	3	5	5.9756	10	1	10.75	0
90	3	6	5.3164	9	0	0.5849	6
91	3	6	5.3164	1	1	0.4449	4
92	3	6	5.3164	10	1	10.75	0
93	3	7	6.0246	9	1	0.5849	6
94	3	7	6.0246	1	1	0.4449	4
95	3	7	6.0246	10	1	10.75	0
96	4	0	5.1884	1	0	0.8425	2
97	4	0	5.1884	9	0	0.5849	1
98	4	0	5.1884	10	0	11.25	0
99	4	1	4.3043	1	1	0.8425	2
100	4	1	4.3043	9	0	0.5849	1
101	4	1	4.3043	10	0	11.25	0
102	4	2	5.3873	10	0	9.8499	3
103	4	2	5.3873	9	1	0.5849	1
104	4	2	5.3873	10	0	11.25	0
105	4	3	5.9035	10	1	9.8499	3
106	4	3	5.9035	9	1	0.5849	1
107	4	3	5.9035	10	0	11.25	0
108	4	4	6.1315	1	0	0.445	5
109	4	4	6.1315	9	0	0.5849	4
110	4	4	6.1315	10	1	11.25	0
111	4	5	5.3863	1	1	0.445	5
112	4	5	5.3863	9	0	0.5849	4
113	4	5	5.3863	10	1	11.25	0
114	4	6	6.3294	9	0	0.685	6
115	4	6	6.3294	9	1	0.5849	4
116	4	6	6.3294	10	1	11.25	0
117	4	7	6.6904	9	1	0.685	6
118	4	7	6.6904	9	1	0.5849	4
119	4	7	6.6904	10	1	11.25	0
120	5	0	5.1636	1	0	1.1274	2
