240
121	5	0	5.1636	9	0	0.5749	1
122	5	0	5.1636	10	0	10.9499	0
123	5	1	3.3333	1	1	1.1274	2
124	5	1	3.3333	9	0	0.5749	1
125	5	1	3.3333	10	0	10.9499	0
126	5	2	5.3818	10	0	9.9749	3
127	5	2	5.3818	9	1	0.5749	1
128	5	2	5.3818	10	0	10.9499	0
129	5	3	5.8307	10	1	9.9749	3
130	5	3	5.8307	9	1	0.5749	1
131	5	3	5.8307	10	0	10.9499	0
132	5	4	6.0	1	0	0.5149	5
133	5	4	6.0	9	0	0.615	4
134	5	4	6.0	10	1	10.9499	0
135	5	5	5.5081	1	1	0.5149	5
136	5	5	5.5081	9	0	0.615	4
137	5	5	5.5081	10	1	10.9499	0
138	5	6	6.0784	10	0	11.4499	6
139	5	6	6.0784	9	1	0.615	4
140	5	6	6.0784	10	1	10.9499	0
141	5	7	6.7142	10	1	11.4499	6
142	5	7	6.7142	9	1	0.615	4
143	5	7	6.7142	10	1	10.9499	0
144	6	0	5.8909	9	0	1.025	2
145	6	0	5.8909	1	0	0.335	1
146	6	0	5.8909	10	0	10.4499	0
147	6	1	7.5	9	1	1.025	2
148	6	1	7.5	1	0	0.335	1
149	6	1	7.5	10	0	10.4499	0
150	6	2	4.9407	9	0	0.5349	3
151	6	2	4.9407	1	1	0.335	1
152	6	2	4.9407	10	0	10.4499	0
153	6	3	5.3248	9	1	0.5349	3
154	6	3	5.3248	1	1	0.335	1
155	6	3	5.3248	10	0	10.4499	0
156	6	4	5.7737	1	0	1.0149	5
157	6	4	5.7737	9	0	0.6449	4
158	6	4	5.7737	10	1	10.4499	0
159	6	5	4.125	1	1	1.0149	5
160	6	5	4.125	9	0	0.6449	4
161	6	5	4.125	10	1	10.4499	0
162	6	6	6.4102	6	0	104.5	6
163	6	6	6.4102	9	1	0.6449	4
164	6	6	6.4102	10	1	10.4499	0
165	6	7	5.0	6	1	104.5	6
166	6	7	5.0	9	1	0.6449	4
167	6	7	5.0	10	1	10.4499	0
168	7	0	6.025	0	0	11.65	2
169	7	0	6.025	1	0	0.3149	1
170	7	0	6.025	10	0	10.75	0
171	7	1	7.2857	0	1	11.65	2
172	7	1	7.2857	1	0	0.3149	1
173	7	1	7.2857	10	0	10.75	0
174	7	2	5.1259	9	0	0.555	3
175	7	2	5.1259	1	1	0.3149	1
176	7	2	5.1259	10	0	10.75	0
177	7	3	5.4642	9	1	0.555	3
178	7	3	5.4642	1	1	0.3149	1
179	7	3	5.4642	10	0	10.75	0
180	7	4	5.9142	1	0	0.5949	5
181	7	4	5.9142	9	0	0.5849	4
182	7	4	5.9142	10	1	10.75	0
183	7	5	5.1886	1	1	0.5949	5
184	7	5	5.1886	9	0	0.5849	4
185	7	5	5.1886	10	1	10.75	0
186	7	6	6.1377	10	0	11.55	6
187	7	6	6.1377	9	1	0.5849	4
188	7	6	6.1377	10	1	10.75	0
189	7	7	6.6948	10	1	11.55	6
190	7	7	6.6948	9	1	0.5849	4
191	7	7	6.6948	10	1	10.75	0
192	8	0	5.2767	1	0	0.8425	2
193	8	0	5.2767	9	0	0.5849	1
194	8	0	5.2767	10	0	11.55	0
195	8	1	4.3913	1	1	0.8425	2
196	8	1	4.3913	9	0	0.5849	1
197	8	1	4.3913	10	0	11.55	0
198	8	2	5.3446	10	0	9.8499	3
199	8	2	5.3446	9	1	0.5849	1
200	8	2	5.3446	10	0	11.55	0
201	8	3	5.9097	10	1	9.8499	3
202	8	3	5.9097	9	1	0.5849	1
203	8	3	5.9097	10	0	11.55	0
204	8	4	6.26	1	0	0.4899	5
205	8	4	6.26	9	0	0.6349	4
206	8	4	6.26	10	1	11.55	0
207	8	5	5.4166	1	1	0.4899	5
208	8	5	5.4166	9	0	0.6349	4
209	8	5	5.4166	10	1	11.55	0
210	8	6	6.9479	6	0	46.0	6
211	8	6	6.9479	9	1	0.6349	4
212	8	6	6.9479	10	1	11.55	0
213	8	7	6.3478	6	1	46.0	6
214	8	7	6.3478	9	1	0.6349	4
215	8	7	6.3478	10	1	11.55	0
216	9	0	5.1645	1	0	0.8725	2
217	9	0	5.1645	9	0	0.5749	1
218	9	0	5.1645	10	0	10.65	0
219	9	1	4.3333	1	1	0.8725	2
220	9	1	4.3333	9	0	0.5749	1
221	9	1	4.3333	10	0	10.65	0
222	9	2	5.4421	0	0	11.4499	3
223	9	2	5.4421	9	1	0.5749	1
224	9	2	5.4421	10	0	10.65	0
225	9	3	6.1176	0	1	11.4499	3
226	9	3	6.1176	9	1	0.5749	1
227	9	3	6.1176	10	0	10.65	0
228	9	4	6.6635	1	0	0.335	5
229	9	4	6.6635	1	0	0.865	4
230	9	4	6.6635	10	1	10.65	0
231	9	5	6.0699	1	1	0.335	5
232	9	5	6.0699	1	0	0.865	4
233	9	5	6.0699	10	1	10.65	0
234	9	6	5.8333	4	0	0.0589	6
235	9	6	5.8333	1	1	0.865	4
236	9	6	5.8333	10	1	10.65	0
237	9	7	4.4117	4	1	0.0589	6
238	9	7	4.4117	1	1	0.865	4
239	9	7	4.4117	10	1	10.65	0
